match_id,season,date,round,referee,stadium,attendance,home_team,away_team,home_score,away_score,home_formation,away_formation,home_possession,away_possession,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_shots_off_target,away_shots_off_target,home_shots_blocked,away_shots_blocked,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,home_xg,away_xg,home_offsides,away_offsides,home_passes,away_passes,home_passes_accurate,away_passes_accurate,home_tackles,away_tackles,home_tackles_won,away_tackles_won,home_saves,away_saves,home_clearances,away_clearances,home_big_chances_missed,away_big_chances_missed,home_aerials_won,away_aerials_won,status
l1_championship_match_73374,2025,2026-04-12,29,Abdelatif KHERRADJI,ALLIANZ RIVIERA,19772,OGC Nice,Havre AC,1,1,352,3412,46,54,15,11,5,6,7,4,3,1,5,2,20,14,1,1,,,2.631,1.764,4,1,332,402,246,323,19,15,11,7,4,4,11,21,5,3,18,17,full_time
l1_championship_match_73377,2025,2026-04-12,29,Hakim BEN EL HADJ,STADIUM,24568,Toulouse FC,LOSC,0,4,3421,4231,40,60,9,14,1,8,3,2,5,4,4,2,13,12,2,,1,,0.99,2.543,,3,371,645,306,583,13,18,3,11,5,1,12,11,1,2,10,7,full_time
l1_championship_match_73370,2025,2026-05-13,29,Benoît MILLOT,STADE FRANCIS-LE BLÉ,14539,Brest,Strasbourg,1,2,4231,4231,48,52,21,10,6,5,7,2,8,3,5,4,10,11,,1,,,3.057,2.021,2,4,468,524,389,444,21,13,13,4,2,5,23,23,5,,10,11,full_time
l1_championship_match_73371,2025,2026-05-13,29,Benoît BASTIEN,STADE BOLLAERT-DELELIS,38139,RC Lens,PSG,0,2,3421,433,39,61,25,10,10,3,11,3,4,4,6,3,9,3,,1,,,2.899,1.215,3,1,419,716,333,631,22,21,14,13,1,8,8,30,6,1,11,8,full_time
l1_championship_match_73379,2025,2026-04-17,30,Jérémie PIGNARD,STADE BOLLAERT-DELELIS,37351,RC Lens,Toulouse FC,3,2,3421,3421,69,31,41,5,13,2,18,1,10,2,14,1,9,15,1,1,,1,3.781,0.405,2,,596,176,531,111,21,15,16,6,,10,12,58,4,,14,14,full_time
l1_championship_match_73378,2025,2026-04-18,30,Marc BOLLENGIER,STADE RAYMOND-KOPA,12660,Angers SCO,Havre AC,1,1,532,3412,45,55,11,16,5,8,3,5,3,3,4,3,15,20,1,3,,1,1.066,1.448,2,4,354,455,300,401,14,18,10,8,7,4,19,17,,2,5,19,full_time
l1_championship_match_73380,2025,2026-04-18,30,Bastien DECHEPY,DECATHLON ARENA – STADE PIERRE-MAUROY,40159,LOSC,OGC Nice,0,0,4231,541,58,42,9,5,2,1,3,3,4,1,5,3,9,10,3,1,,,0.55,0.435,1,3,590,375,518,297,14,20,5,6,1,2,14,33,,,13,6,full_time
l1_championship_match_73381,2025,2026-04-18,30,Eric WATTELLIER,STADE YVES-ALLAINMAT,16585,FC Lorient,OM,2,0,343,3421,45,55,11,16,4,2,6,13,1,1,1,7,6,10,,3,,,1.327,1.391,2,,382,485,318,426,18,11,9,6,2,3,35,14,1,3,6,14,full_time
l1_championship_match_73382,2025,2026-04-19,30,Jérémy STINAT,STADE SAINT-SYMPHORIEN,19409,FC Metz,Paris FC,1,3,4231,4231,52,48,13,15,6,7,3,7,4,1,6,5,9,8,2,2,,,1.011,1.742,1,1,504,488,438,410,16,12,11,7,4,4,12,25,1,1,8,7,full_time
l1_championship_match_73383,2025,2026-04-19,30,Thomas LEONARD,STADE LOUIS-II,8473,AS Monaco,AJ Auxerre,2,2,3421,4231,62,38,15,12,6,7,3,2,6,3,11,3,19,8,2,3,,,2.862,0.652,4,2,541,254,467,185,13,23,9,15,5,4,17,37,1,,6,14,full_time
l1_championship_match_73384,2025,2026-04-19,30,Guillaume PARADIS,STADE DE LA BEAUJOIRE-LOUIS FONTENEAU,24899,FC Nantes,Brest,1,1,4141,4231,46,54,17,4,4,2,4,2,9,,11,,13,17,2,2,,,0.918,0.418,2,4,301,415,235,341,12,16,7,13,1,3,20,33,,1,14,11,full_time
l1_championship_match_73385,2025,2026-04-19,30,Jérôme BRISARD,PARC DES PRINCES,47926,PSG,OL,1,2,433,4312,69,31,23,6,6,5,10,1,7,,13,5,10,8,5,1,,,3.117,0.616,,,793,245,734,179,12,19,6,14,3,4,11,44,5,1,16,8,full_time
l1_championship_match_73386,2025,2026-04-19,30,Ruddy BUQUET,STADE DE LA MEINAU,29000,Strasbourg,Rennes,0,3,4231,442,53,47,9,26,1,9,6,10,2,7,2,9,10,12,,1,,,1.001,4.25,6,,492,399,422,327,15,22,8,9,5,,24,15,1,3,6,6,full_time
l1_championship_match_73388,2025,2026-04-24,31,Stéphanie FRAPPART,STADE FRANCIS-LE BLÉ,14550,Brest,RC Lens,3,3,4141,3421,39,61,6,25,3,7,1,13,2,5,,6,7,11,3,3,,,0.249,2.856,1,3,338,594,252,513,12,17,10,9,4,,31,19,,4,19,12,full_time
l1_championship_match_73387,2025,2026-04-25,31,Jérémy STINAT,STADE RAYMOND-KOPA,14977,Angers SCO,PSG,0,3,532,433,32,68,6,17,1,10,3,5,2,2,5,4,9,3,,1,,1,0.912,2.82,6,1,321,819,263,767,24,8,16,6,6,1,12,22,2,2,7,6,full_time
l1_championship_match_73391,2025,2026-04-25,31,Ruddy BUQUET,GROUPAMA STADIUM,51440,OL,AJ Auxerre,3,2,4231,4231,52,48,12,9,6,2,5,2,1,5,6,3,11,15,1,2,,,2.134,0.52,,1,437,373,366,315,23,17,13,10,,3,18,30,,,11,8,full_time
l1_championship_match_73395,2025,2026-04-25,31,Clément TURPIN,STADIUM,24750,Toulouse FC,AS Monaco,2,2,3421,3421,51,49,18,8,5,5,8,3,5,,4,2,17,10,3,2,,,1.746,0.738,,,515,499,443,417,20,23,11,13,3,3,14,25,3,1,21,16,full_time
l1_championship_match_73389,2025,2026-04-26,31,François LETEXIER,STADE OCÉANE,19162,Havre AC,FC Metz,4,4,4231,352,47,53,14,12,5,5,2,5,7,2,6,4,12,12,3,1,,,1.993,1.579,3,1,348,392,287,338,28,18,16,13,1,1,19,19,1,,12,6,full_time
l1_championship_match_73390,2025,2026-04-26,31,Benoît MILLOT,STADE YVES-ALLAINMAT,15674,FC Lorient,Strasbourg,2,3,3421,4411,43,57,14,11,6,5,6,4,2,2,9,7,9,16,1,2,,,2.976,1.377,2,1,333,529,276,474,15,13,7,7,3,4,34,10,1,2,10,2,full_time
l1_championship_match_73392,2025,2026-04-26,31,Willy DELAJOD,ORANGE VÉLODROME,60021,OM,OGC Nice,1,1,3511,541,64,36,24,5,6,2,12,2,6,1,8,1,14,7,4,1,,,2.322,1.457,,2,655,302,573,220,15,14,10,7,1,5,10,28,4,2,11,8,full_time
l1_championship_match_73393,2025,2026-04-26,31,Mathieu VERNICE,STADE JEAN BOUIN,17243,Paris FC,LOSC,0,1,4231,4231,47,53,7,10,2,4,3,3,2,3,7,3,12,10,5,3,1,,1.178,1.706,4,1,419,491,345,418,17,17,10,10,3,2,18,16,2,1,11,5,full_time
l1_championship_match_73394,2025,2026-04-26,31,Benoît BASTIEN,ROAZHON PARK,27576,Rennes,FC Nantes,2,1,442,4231,59,41,14,24,5,8,4,6,5,10,6,8,15,15,3,2,,,1.695,2.258,5,1,466,260,393,185,11,25,8,19,6,3,29,23,2,4,15,16,full_time
l1_championship_match_73399,2025,2026-05-02,32,Ruddy BUQUET,STADE SAINT-SYMPHORIEN,24083,FC Metz,AS Monaco,1,2,4231,3421,40,60,13,15,1,3,10,7,2,5,5,9,10,15,,2,,,1.22,1.246,1,1,295,584,234,502,11,12,8,9,1,,34,22,1,1,10,11,full_time
l1_championship_match_73400,2025,2026-05-02,32,Jérémie PIGNARD,STADE DE LA BEAUJOIRE-LOUIS FONTENEAU,28308,FC Nantes,OM,3,0,4231,4231,45,55,17,16,6,8,6,4,5,4,7,8,12,11,1,3,,,3.752,1.356,2,1,327,454,260,386,22,23,15,13,8,2,25,21,3,2,10,8,full_time
l1_championship_match_73401,2025,2026-05-02,32,Thomas LEONARD,ALLIANZ RIVIERA,26514,OGC Nice,RC Lens,1,1,541,3421,48,52,9,16,2,4,2,6,5,6,7,8,11,10,2,3,,1,1.066,1.527,2,1,390,468,328,400,17,28,8,12,3,1,21,18,1,2,12,15,full_time
l1_championship_match_73403,2025,2026-05-02,32,Bastien DECHEPY,PARC DES PRINCES,47926,PSG,FC Lorient,2,2,433,3421,64,36,24,5,6,3,10,2,8,,12,2,9,7,1,1,,,2.419,0.958,1,2,619,291,565,234,13,11,13,7,1,4,5,19,3,1,8,3,full_time
l1_championship_match_73396,2025,2026-05-03,32,Eric WATTELLIER,STADE DE L'ABBÉ-DESCHAMPS,15745,AJ Auxerre,Angers SCO,3,1,433,4231,54,46,19,9,10,3,6,5,3,1,4,6,12,2,2,3,,1,2.065,2.197,2,,507,387,442,324,20,23,15,14,2,7,23,14,1,2,11,5,full_time
l1_championship_match_73397,2025,2026-05-03,32,Guillaume PARADIS,DECATHLON ARENA – STADE PIERRE-MAUROY,44378,LOSC,Havre AC,1,1,4231,4231,60,40,22,2,10,2,6,,6,,14,5,9,15,2,3,,,1.591,0.204,1,3,489,249,428,177,13,29,5,18,1,9,22,47,2,,13,10,full_time
l1_championship_match_73398,2025,2026-05-03,32,Clément TURPIN,GROUPAMA STADIUM,51460,OL,Rennes,4,2,4231,442,50,50,16,8,9,5,3,3,4,,7,5,10,14,,3,,,3.171,0.839,1,4,399,410,333,344,14,22,12,15,3,5,16,32,1,1,10,6,full_time
l1_championship_match_73402,2025,2026-05-03,32,Marc BOLLENGIER,STADE JEAN BOUIN,15318,Paris FC,Brest,4,0,4231,4141,51,49,17,10,8,1,5,6,4,3,7,3,10,8,2,1,,,1.876,0.789,2,2,434,411,366,345,18,13,10,8,1,4,18,26,2,1,9,13,full_time
l1_championship_match_73404,2025,2026-05-03,32,Gaël ANGOULA,STADE DE LA MEINAU,29000,Strasbourg,Toulouse FC,1,2,4411,3421,52,48,9,16,4,6,1,7,4,3,8,3,7,15,1,3,,,0.415,1.382,2,3,471,403,414,351,24,24,14,19,4,3,24,23,,1,5,7,full_time
l1_championship_match_73408,2025,2026-05-08,33,Mathieu VERNICE,STADE BOLLAERT-DELELIS,37824,RC Lens,FC Nantes,1,0,3421,3142,59,41,14,15,5,3,5,6,4,6,8,3,15,15,2,1,,,0.82,1.248,4,,467,260,380,182,12,16,10,6,3,4,31,21,1,1,19,18,full_time
l1_championship_match_73405,2025,2026-05-10,33,Hakim BEN EL HADJ,STADE RAYMOND-KOPA,0,Angers SCO,Strasbourg,1,1,3511,4231,36,64,11,15,4,6,6,7,1,2,,2,16,13,2,2,,,0.592,1.926,2,,269,616,190,552,20,18,9,8,5,3,24,16,,1,12,8,full_time
l1_championship_match_73406,2025,2026-05-10,33,François LETEXIER,STADE DE L'ABBÉ-DESCHAMPS,0,AJ Auxerre,OGC Nice,2,1,433,541,52,48,12,10,4,6,5,2,3,2,10,1,15,9,1,,,,0.719,1.257,,2,448,429,359,335,19,14,16,8,2,2,20,26,1,4,14,17,full_time
l1_championship_match_73407,2025,2026-05-10,33,Benoît BASTIEN,STADE OCÉANE,22201,Havre AC,OM,0,1,4231,4231,50,50,10,7,2,3,4,3,4,1,3,,20,22,4,2,,,1.205,1.119,4,3,386,392,309,316,21,22,16,13,2,2,9,26,1,,13,18,full_time
l1_championship_match_73409,2025,2026-05-10,33,Jérémy STINAT,STADE SAINT-SYMPHORIEN,0,FC Metz,FC Lorient,0,4,4231,3421,52,48,8,14,2,7,4,5,2,2,7,4,8,8,2,2,,,0.925,2.366,,2,516,465,464,399,9,10,6,9,3,2,11,31,1,1,7,6,full_time
l1_championship_match_73410,2025,2026-05-10,33,Clément TURPIN,STADE LOUIS-II,0,AS Monaco,LOSC,0,1,3421,4231,53,47,7,7,3,2,3,4,1,1,5,2,13,10,1,3,,,0.271,0.363,2,2,461,383,380,301,20,22,14,14,2,3,15,15,,1,8,12,full_time
l1_championship_match_73411,2025,2026-05-10,33,Jérôme BRISARD,PARC DES PRINCES,0,PSG,Brest,1,0,433,343,62,38,23,3,6,2,6,1,11,,13,2,5,12,,,,,1.252,0.164,3,3,687,339,609,269,12,16,10,8,2,5,17,38,1,,8,15,full_time
l1_championship_match_73412,2025,2026-05-10,33,Thomas LEONARD,ROAZHON PARK,0,Rennes,Paris FC,2,1,433,4231,50,50,14,11,5,1,8,5,1,5,8,2,13,11,,1,,,1.96,1.182,1,1,425,420,332,336,13,12,6,9,,3,23,39,2,2,22,13,full_time
l1_championship_match_73413,2025,2026-05-10,33,Bastien DECHEPY,STADIUM,0,Toulouse FC,OL,2,1,3421,4231,43,57,14,18,6,3,5,7,3,8,7,8,20,9,5,2,1,,1.113,1.524,,1,304,479,250,417,17,18,14,12,2,4,31,20,2,2,12,23,full_time
l1_championship_match_73414,2025,2026-05-17,34,Mathieu VERNICE,STADE FRANCIS-LE BLÉ,12742,Brest,Angers SCO,1,1,4231,352,55,45,18,8,5,2,10,4,3,2,6,3,9,8,1,1,,,1.571,0.733,,2,508,379,433,313,14,18,8,13,1,3,8,26,4,1,11,10,full_time
l1_championship_match_73415,2025,2026-05-17,34,Willy DELAJOD,DECATHLON ARENA – STADE PIERRE-MAUROY,47097,LOSC,AJ Auxerre,0,2,4231,4231,66,34,12,7,3,4,5,3,4,,4,2,9,16,3,2,,,2.155,1.026,3,2,617,233,548,157,16,16,11,11,2,3,11,28,3,1,10,10,full_time
l1_championship_match_73416,2025,2026-05-17,34,Clément TURPIN,STADE YVES-ALLAINMAT,12296,FC Lorient,Havre AC,0,2,3421,4231,57,43,12,7,2,4,5,3,5,,5,1,11,11,2,1,,,1.299,1.252,1,2,481,327,431,260,8,16,3,11,3,2,22,34,1,1,11,18,full_time
l1_championship_match_73417,2025,2026-05-17,34,François LETEXIER,GROUPAMA STADIUM,58227,OL,RC Lens,0,4,4312,3421,53,47,16,14,4,4,7,8,5,2,20,8,10,11,1,4,,,1.976,1.537,,,460,384,388,319,8,13,6,9,1,4,17,38,,2,14,17,full_time
l1_championship_match_73418,2025,2026-05-17,34,Ruddy BUQUET,ORANGE VÉLODROME,62124,OM,Rennes,3,1,4231,4141,48,52,27,27,11,6,9,14,7,7,4,11,11,10,3,1,,,3.008,2.491,2,2,399,463,329,394,18,17,17,8,4,8,47,25,6,2,7,14,full_time
l1_championship_match_73419,2025,2026-05-17,34,Stéphanie FRAPPART,STADE DE LA BEAUJOIRE-LOUIS FONTENEAU,,FC Nantes,Toulouse FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preMatch
l1_championship_match_73420,2025,2026-05-17,34,Jérémie PIGNARD,ALLIANZ RIVIERA,22829,OGC Nice,FC Metz,0,0,3421,433,50,50,22,16,4,4,11,6,7,6,10,4,11,15,2,1,,,1.639,0.85,2,2,481,509,417,442,17,22,13,14,4,4,13,37,,,19,9,full_time
l1_championship_match_73421,2025,2026-05-17,34,Guillaume PARADIS,STADE JEAN BOUIN,19237,Paris FC,PSG,2,1,442,433,41,59,17,9,9,2,5,4,3,3,3,3,8,9,2,,,,2.235,0.614,7,2,395,682,336,615,25,19,17,10,1,7,16,6,1,,8,12,full_time
l1_championship_match_73422,2025,2026-05-17,34,Benoît BASTIEN,STADE DE LA MEINAU,30321,Strasbourg,AS Monaco,5,4,4231,3421,44,56,15,21,7,8,4,5,4,8,4,6,7,11,1,2,,,1.505,1.129,3,,384,568,319,491,12,14,4,11,6,2,32,10,1,,8,5,full_time
