match_id,season,date,round,referee,home_team,away_team,home_score,away_score,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,status
SP1_20260104_ALAVES_OVIEDO,2025/26,2026-01-04,,Jesús Gil Manzano,Alaves,Oviedo,1,1,18,18,7,6,6,7,11,20,3,3,1,1,full_time
SP1_20260104_MALLORCA_GIRONA,2025/26,2026-01-04,,Javier Alberola Rojas,Mallorca,Girona,1,2,9,9,2,4,3,6,10,14,2,1,0,0,full_time
SP1_20260104_SOCIEDAD_ATHMADRI,2025/26,2026-01-04,,Juan Martínez Munuera,Sociedad,Ath Madrid,1,1,18,10,8,2,6,6,11,13,3,2,0,0,full_time
SP1_20260109_GETAFE_SOCIEDAD,2025/26,2026-01-09,,Francisco Hernández Maeso,Getafe,Sociedad,1,2,6,12,3,5,2,4,17,17,2,1,0,0,full_time
SP1_20260110_OVIEDO_BETIS,2025/26,2026-01-10,,Guillermo Cuadra Fernández,Oviedo,Betis,1,1,13,15,3,6,5,2,15,8,3,1,0,0,full_time
SP1_20260110_VILLARRE_ALAVES,2025/26,2026-01-10,,Alejandro Muñiz Ruiz,Villarreal,Alaves,3,1,11,16,4,5,1,6,10,14,0,2,0,0,full_time
SP1_20260110_GIRONA_OSASUNA,2025/26,2026-01-10,,Alejandro Hernández Hernández,Girona,Osasuna,1,0,8,13,4,1,2,1,14,13,2,6,1,0,full_time
SP1_20260110_VALENCIA_ELCHE,2025/26,2026-01-10,,Miguel Ortiz Arias,Valencia,Elche,1,1,16,5,4,1,8,6,14,14,2,3,0,0,full_time
SP1_20260111_VALLECAN_MALLORCA,2025/26,2026-01-11,,Juan Martínez Munuera,Vallecano,Mallorca,2,1,14,9,5,2,6,5,14,14,1,5,1,0,full_time
SP1_20260111_LEVANTE_ESPANOL,2025/26,2026-01-11,,César Soto Grado,Levante,Espanol,1,1,8,19,2,3,4,3,10,9,0,1,0,0,full_time
SP1_20260112_SEVILLA_CELTA,2025/26,2026-01-12,,José Sánchez Martínez,Sevilla,Celta,0,1,7,9,2,7,6,1,16,16,3,3,0,0,full_time
SP1_20260116_ESPANOL_GIRONA,2025/26,2026-01-16,,Iosu Galech Apezteguía,Espanol,Girona,0,2,14,7,2,4,5,4,17,17,5,5,0,0,full_time
SP1_20260117_REALMADR_LEVANTE,2025/26,2026-01-17,,Miguel Sesma Espinosa,Real Madrid,Levante,2,0,26,10,11,0,8,0,12,14,2,1,0,0,full_time
SP1_20260117_MALLORCA_ATHBILBA,2025/26,2026-01-17,,José Luis Guzmán Mansilla,Mallorca,Ath Bilbao,3,2,18,21,9,11,3,7,10,10,1,5,0,2,full_time
SP1_20260117_OSASUNA_OVIEDO,2025/26,2026-01-17,,Alejandro Quintero González,Osasuna,Oviedo,3,2,16,13,5,5,3,6,14,15,1,4,1,0,full_time
SP1_20260117_BETIS_VILLARRE,2025/26,2026-01-17,,Víctor García Verdura,Betis,Villarreal,2,0,15,9,6,3,2,3,14,13,3,2,0,1,full_time
SP1_20260118_GETAFE_VALENCIA,2025/26,2026-01-18,,Isidro Díaz de Mera,Getafe,Valencia,0,1,14,7,3,1,9,3,8,18,2,3,0,1,full_time
SP1_20260118_ATHMADRI_ALAVES,2025/26,2026-01-18,,Guillermo Cuadra Fernández,Ath Madrid,Alaves,1,0,23,8,6,0,6,6,13,5,1,1,0,0,full_time
SP1_20260118_CELTA_VALLECAN,2025/26,2026-01-18,,Mateo Busquets Ferrer,Celta,Vallecano,3,0,11,14,7,3,5,7,7,14,4,3,0,1,full_time
SP1_20260118_SOCIEDAD_BARCELON,2025/26,2026-01-18,,Jesús Gil Manzano,Sociedad,Barcelona,2,1,8,25,6,9,6,8,13,8,3,3,1,0,full_time
SP1_20260119_ELCHE_SEVILLA,2025/26,2026-01-19,,Ricardo de Burgos,Elche,Sevilla,2,2,10,25,5,8,9,7,11,12,3,1,0,0,full_time
SP1_20260123_LEVANTE_ELCHE,2025/26,2026-01-23,,José Munuera Montero,Levante,Elche,3,2,26,6,6,3,9,1,13,13,2,3,0,0,full_time
SP1_20260124_VALLECAN_OSASUNA,2025/26,2026-01-24,,Miguel Sesma Espinosa,Vallecano,Osasuna,1,3,11,14,4,5,4,3,12,15,2,2,0,0,full_time
