match_id,season,date,round,referee,home_team,away_team,home_score,away_score,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,status
D1_20250913_HEIDENHE_DORTMUND,2025/26,2025-09-13,,Felix Zwayer,Heidenheim,Dortmund,0,2,6,17,1,8,5,4,5,9,2,3,1,0,full_time
D1_20250913_MAINZ_RBLEIPZI,2025/26,2025-09-13,,Sven Jablonski,Mainz,RB Leipzig,0,1,13,19,2,3,3,5,12,11,1,0,0,0,full_time
D1_20250913_UNIONBER_HOFFENHE,2025/26,2025-09-13,,Tobias Welz,Union Berlin,Hoffenheim,2,4,20,9,7,8,9,2,13,12,1,1,1,0,full_time
D1_20250913_WOLFSBUR_FCKOLN,2025/26,2025-09-13,,Bastian Dankert,Wolfsburg,FC Koln,3,3,14,14,6,8,7,4,15,11,2,3,0,0,full_time
D1_20250913_BAYERNMU_HAMBURG,2025/26,2025-09-13,,Tobias Stieler,Bayern Munich,Hamburg,5,0,22,9,12,2,5,3,11,14,2,2,0,0,full_time
D1_20250914_STPAULI_AUGSBURG,2025/26,2025-09-14,,Harm Osmers,St Pauli,Augsburg,2,1,13,10,7,5,3,1,10,12,1,4,0,0,full_time
D1_20250914_M'GLADBA_WERDERBR,2025/26,2025-09-14,,Matthias Jöllenbeck,M'gladbach,Werder Bremen,0,4,19,12,3,7,9,4,12,9,1,0,0,0,full_time
D1_20250919_STUTTGAR_STPAULI,2025/26,2025-09-19,,Sascha Stegemann,Stuttgart,St Pauli,2,0,17,9,8,2,8,4,13,15,0,2,0,0,full_time
D1_20250920_AUGSBURG_MAINZ,2025/26,2025-09-20,,Daniel Schlager,Augsburg,Mainz,1,4,18,12,5,4,6,6,13,10,1,2,0,1,full_time
D1_20250920_HAMBURG_HEIDENHE,2025/26,2025-09-20,,Florian Exner,Hamburg,Heidenheim,2,1,22,20,9,8,1,12,15,10,5,1,0,0,full_time
D1_20250920_HOFFENHE_BAYERNMU,2025/26,2025-09-20,,Robert Hartmann,Hoffenheim,Bayern Munich,1,4,12,18,4,10,5,5,17,9,1,2,0,0,full_time
D1_20250920_WERDERBR_FREIBURG,2025/26,2025-09-20,,Timo Gerach,Werder Bremen,Freiburg,0,3,12,10,5,5,2,0,13,7,5,2,0,0,full_time
